商品链接,商品名称,商品类目,价格,在库库存,在途库存,运费,准时交货率,准时处理时间/工作日,退款率,订单完成率,缺货程度,关键信息变更次数
https://www.neobund.com/detail/6115,High Quality Rice Airtight Storage Container Cereal Dry Food Flour Bin Food Cereal Dispenser with Measuring Cup,"['Home Supplies', 'Home Organizers', 'Storage Boxes & Bins']",11.4-13.5,9,0,$20.00,100,0.04,0,84.62,0.6,0.62
https://www.neobund.com/detail/331,MINK 3D HAIR false eyelash,"['Beauty & Personal Care', 'Makeup']",2.5,0,0,$5.50,54.55,1.73,0,100,0.86,0
https://www.neobund.com/detail/4477,Outdoor and Indoor Faux Shrubs UV Resistant Lasting Evergreen Bushes Potted Plants Artificial Topiary ,"['Home Supplies', 'Home Decor', 'Decorative Flowers, Plants & Fruit']",40,50,0,$12.61 - $21.56,100,0.23,5,100,0.32,0.17
https://www.neobund.com/detail/3219,"40 Pcs 30\"" x 36\"" Premium Disposable Training Pads, Pee Pads, Training Pads, Disposable Puppy Pee Pads, Quick Absorb and Odor Control, Manufactured in The US","['Pet Supplies', 'Dog & Cat Litter', 'Diapers, Pads & Trays']",10.5,1580,0,$7.62 - $16.67,99.93,0.34,0.07,99.93,1.11,0.22
https://www.neobund.com/detail/3454,Viomisha Floral Lace Halter Bralette for Women Unpadded Wirefree Lace Bra Halter Crop Top with Hook and Eye Closure Back#A561,"['Womenswear & Underwear', ""Women's Underwear"", 'Bras']",5,50,0,$5.00,100,0.75,0,100,0.36,0.34
https://www.neobund.com/detail/2812,"\nBio Sun Stick Pro, Sun Screen Stick, Peptide 9 Sun Stick, Portable UV Protection Sunscreen Stick, with Peptide Complex, Bio Sun Stick for Face and Body Beach Water-Resistant SPF 50+ Facial Skincare Comfort Skin Repair Lightweight","['Beauty & Personal Care', 'Skincare']",2.99,887,0,$4.00,100,0.76,0,100,0,0
https://www.neobund.com/detail/1212,"Y2K Rhinestone Pantsuits, Zip Up Pocket Hoodie & Drawstring Jogger Pants Outfits, Women's Clothing","['Womenswear & Underwear', ""Women's Suits & Overalls"", 'Sets']",15,66,100,$8.99,100,0.21,0,99.77,0.22,0.5
https://www.neobund.com/detail/3205,Emma Manor Rose Gold Plated 925 Sterling Silver Cubic Zirconia Stud Earrings for Women,"['Fashion Accessories', 'Costume Jewelry & Accessories']",5.99-7.99,33,0,$5.00,100,0.2,0.36,100,0,0.45
https://www.neobund.com/detail/3828,Spring knife EDC Survival Knives Outdoor Camping Fishing,"['Tools & Hardware', 'Hand Tools']",9.25,296,0,$6.38,94.59,0.36,2.7,97.3,0.05,0
https://www.neobund.com/detail/6575,"Mosquito Zapper Pro, IPX5 Waterproof Insect Repellent, 2024 New Bug Zapper for Indoors Outdoor, USB Charing and No Noise, Suitable for Family Gathering, Camping, Picnic (Black+White)Multifunctional mosquito killer light","['Household Appliances', 'Home Appliances']",5.98,599,0,$15.00,100,0.61,0,99.4,0.3,0.58
https://www.neobund.com/detail/3215,3 Pack Leggings for Women High Waisted Soft Yoga Pants Gym Stretchy Workout Leggings,"['Womenswear & Underwear', ""Women's Bottoms""]",22.29-32.99,0,0,$10.70,96.43,0.96,0,100,0.41,0.33
https://www.neobund.com/detail/2545,"10PCS Long Square Pink Fashion Handmade Press On Nails,Reusable Nails","['Beauty & Personal Care', 'Hand, Foot & Nail Care']",8,29,100,$4.30,100,0.49,0,100,0,0.02
https://www.neobund.com/detail/5918,3-layer multi-functional iron durable foldable storage rack Home multi-layer storage rack Kitchen rotating storage rack Storage rack with wheels Practical storage rack\n,"['Home Supplies', 'Home Organizers', 'Storage Holders & Racks']",42,200,0,$11.00,99.9,0.44,4.26,99.9,0.34,0.57
https://www.neobund.com/detail/6762,"Hi-Res Audio Half in Ear Headphone,3.5mm Four Speaker System Wired Headset Applies to iPhone4-6 iPad mini1-5 iPad Air1-3 Desktop and Laptop Universa,Prevent Sweat and Water earphones White","['Phones & Electronics', 'Audio & Video', 'Earphones & Headphones', 'Wired Headphones']",6.99,180,0,$5.00,99.54,0.54,1.83,99.77,0.38,0
https://www.neobund.com/detail/5867,"Mascara Gentle and moisturizing thick and long eyelashes, naturally curled eyelashes, beautiful eyelashes care liquid","['Beauty & Personal Care', 'Makeup']",4.5,1887,0,$4.99,100,0.18,0,97.67,0.43,0.39
https://www.neobund.com/detail/1657,8 inch Straight Short Bob Hair Flat Bangs Cute Central Dot Skin Top Heat Resistant Synthetic Wigs (Natural Black),"['Fashion Accessories', 'Hair Extensions & Wigs']",13,10,0,$6.70,100,0.84,0,97.96,0.04,0.06
https://www.neobund.com/detail/3515,"Trunk Organizer for Car, Car Organizers and Storage with 6 Pocket, Sturdy Car Trunk Organizer for Accessories, Tools, Sundries, Black, 2 Compartments","['Automotive & Motorcycle', 'Car Interior Accessories']",17.99,52,0,$9.00,94.17,0.98,0,99.17,0.15,0.57
https://www.neobund.com/detail/4458,"Solar charger, 8000mAh portable solar power for all mobile phones, waterproof battery pack, outdoor external backup power charger dual USB 5V output \u002FLED flashlight, perfect for camping trips","['Phones & Electronics', 'Phone Accessories']",10,0,1000,$6.99,78.57,1.03,0,100,0.2,0.5
https://www.neobund.com/detail/1640,"Long Black Wigs for Women,Natural Black Wigs with Bangs Layered Shoulder Length Synthetic Wig for Daily Party (24 inch)","['Fashion Accessories', 'Hair Extensions & Wigs']",14.84,8,0,$6.70,100,0.84,0,97.96,0.04,0.06
https://www.neobund.com/detail/1249,"Luxury Handmade Press On Nail Baroque Style Long Pointed Nails with Diamonds, Acrylic, Faux Nail Set for Women (Golden Age, Medium)","['Beauty & Personal Care', 'Hand, Foot & Nail Care']",10,50,0,$5.00,91.67,0.82,0,100,0,0
https://www.neobund.com/detail/6006,"Griddle Mat BBQ Grill Accessories Tools for Blackstone, Side Shelf Mat Grill Pad for Outdoor Grill Kitchen Counter Spatula Silicone Mat with Drip Pad for Kitchen, Cooking, ","['Kitchenware', 'Barbecue', 'Barbecue Utensils']",5.5,62,0,$6.95 - $10.85,0,0,0,0,0,0
https://www.neobund.com/detail/7097,"22x16 inch Round Wall Mounted Mirror, Wall Decor Mirrors, Bathroom Bedroom Living Room Glass Vanity Mirror, Black\u002FGolden","['Home Supplies', 'Home Decor', 'Mirrors']",23.35,15,0,$15.00,100,0.61,0,99.4,0.3,0.58
https://www.neobund.com/detail/1243,EP LIGHT Modern Luxury Crystal Table Lamp Glass lamp Bedside Lamp,"['Home Improvement', 'Lights & Lighting']",65,10,0,$23.00,100,0.47,1.01,98.72,0.24,0.1
https://www.neobund.com/detail/6831,"ROSALIND 23pcs Gel Nail Polish Set, Glitter Pink Orange Blue Gel Polish Rainbow Bright Colors Gel Nail Polish Uv Nail Lamp Needed Manicure Gift","['Beauty & Personal Care', 'Hand, Foot & Nail Care', 'Nail Art & Nail Polish']",10.14,200,0,$12.00,85.71,1.17,0,100,0,0.13
https://www.neobund.com/detail/6878,"Luggage Sets   20\u002F24\u002F28 inch three model set, stylish suitcase with aluminum frame password lock, suitable for travel suitcases and suitcases","['Luggage & Bags', 'Luggage & Travel Bags', 'Luggage']",164.01,0,0,$30.00,0,0,0,0,0.77,0
https://www.neobund.com/detail/6324,"Mini Chainsaw,Portable Electric Chainsaw Cordless,Battery Powered,Small Powered Handheld Chain Saw Pruning Shears for Tree Branches,Camping and Gardening (2PCS 20VBatteries &2 Chains)","['Tools & Hardware', 'Garden Tools']",35.99,400,200,$9.99,0,0,0,0,0,0
https://www.neobund.com/detail/7037,"1 set Genuine Leather Tree of life Bracelets Men Women, Tiger Eye Natural Stone Lava Rock Beads Ethnic Tribal Elastic Bracelets Wristbands, Jewelry for Men Teen Boys Gifts Birthday Christmas Anniversary Father Day Gifts for Him","['Fashion Accessories', 'Costume Jewelry & Accessories']",5.48,31,0,$4.75,0,0,0,0,0,0
https://www.neobund.com/detail/1248,"Luxury Handmade Press On Nail Baroque Style Long Pointed Nails with Diamonds, Acrylic, Faux Nail Set for Women (Mermaid's Dream, Large)","['Beauty & Personal Care', 'Hand, Foot & Nail Care']",12,50,0,$5.00,91.67,0.82,0,100,0,0
https://www.neobund.com/detail/2447,"Fillable Car Essential Oil Diffuser, Empty Car Air Freshener Pendant Perfume Scented Bottle - Transparent Glass Bottle with Wooden Lid and Rope, Car Perfume Decoration. The fragrance will last for about 90 days.","['Automotive & Motorcycle', 'Car Interior Accessories']",2-5,15,0,$5.99,98.2,0.37,0,100,0.73,0.09
https://www.neobund.com/detail/3478,Cat Litter Box Enclosure With Storage,"['Pet Supplies', 'Dog & Cat Litter', 'Litter Trays & Boxes']",100,20,0,$50.00,94.44,0.48,11.11,100,0.82,0
https://www.neobund.com/detail/3768,10LB×2pieces Gym style ergonomic rubber coated weight plate,"['Sports & Outdoor', 'Fitness Equipment', 'Weight Training']",21.9,96,0,$18.00,100,0.58,0.18,100,0.16,0.21
https://www.neobund.com/detail/3306,"Face and Neck Massager，Multifunctional Facial Skin Care Tools,3\u002F7 Color Led Face and Neck Beauty Device for Home Use","['Beauty & Personal Care', 'Skincare']",7.99,48,100,$6.99,100,0.21,0,99.77,0.22,0.5
https://www.neobund.com/detail/7388,"1pc Canvas Painting with Wood Frame, Ready to Hang, Inspirational Floral Watercolor Canvas Art, Wrapped Pine Frame - Perfect for Home, Office, Living Room, Bedroom Decoration | Ideal Gift Choice","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,531,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/3705,Toys Bouncing Bowls Easy Play Reaction Training Indoor Outdoor,"['Toys & Hobbies', 'Classic & Novelty Toys']",2.45-7.5,98,0,$5.50,99.56,0.58,0.66,100,0.7,0.51
https://www.neobund.com/detail/1530,"EP LIGHT Solar Powered Lighted Palm Tree, 7ft Palm Trees for Outdoor Decor Garden Patio Terrace","['Home Improvement', 'Lights & Lighting']",63,144,50,$23.00,100,0.47,1.01,98.72,0.24,0.1
https://www.neobund.com/detail/7084,New arrival pink dot curve solid color ins cute all-match socks(Twelve pairs),"['Womenswear & Underwear', ""Women's Underwear"", 'Socks']",12,1188,1229,$5.00,100,0.87,5,86.36,0.64,1.55
https://www.neobund.com/detail/3536,Cordless Table Lamps Small Vase Lamp Outdoor Decor Battery Operated Lights Led For Bedroom Unique Desk Light Office Rechargeable Home 4000mah Coffee Dining Bar Accessories With Usb Port,"['Home Improvement', 'Lights & Lighting', 'Indoor Lighting', 'Lamps, Bases & Shades']",4,39,200,$8.50,100,0.26,0.63,100,0.71,0.5
https://www.neobund.com/detail/5847,"Memory Foam Pillow,1 Piece Sleep Pillow Soft Comfortable Contour for Spring Daily Use, Side&Back Sleepers,Ergonomic Design Provides Pain Relief,Orthopedic Support for Neck and Shoulder,Versatile Solid Color Pillow for Home,School,Dorm,Travel","['Textiles & Soft Furnishings', 'Bedding', 'Pillows & Bed Wedges']",15,89,0,$7.98,99.34,0.69,0,100,0,0.21
https://www.neobund.com/detail/4269,1\u002F144 SR-71 Blackbird High AltitudeReconnaissance Aircraft Metal Fighter MilitaryModel Die Casting Aircraft Model Collection or Gift,"['Collectibles', 'Entertainment']",22,94,0,$8.00,92.17,0.96,0,100,0.49,0.17
https://www.neobund.com/detail/7398,"1 canvas painting with wooden frame, ready to hang, playful and fashionable unicorn canvas art print, bright cartoon design, suitable for home and office decoration, perfect for bedroom, living room, cafe","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,537,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/5774,"42oz Canned Scented Candle, 2can,108-hour Long Lasting Scented Candle Set, Winter Sage and Cozy Moments Scented Candle, Home Scented Candle, Women's birthday gift, holiday gift. ","['Home Supplies', 'Home Decor']",16.6,100,0,$6.70,100,0.78,0,100,0,0.05
商品链接,商品名称,商品类目,价格,在库库存,在途库存,运费,准时交货率,准时处理时间/工作日,退款率,订单完成率,缺货程度,关键信息变更次数
https://www.neobund.com/detail/4152,3 Pieces Kingfisher Print Quilt Set King Size Flowers Kingfishers Pattern Comforter Set Animal Theme Lightweight Quilt Set for All Season 1 Coverlet and 2 Pillowcases,"['Textiles & Soft Furnishings', 'Bedding']",21.99,50,20,$14.04,100,0.48,0,100,0.33,0.44
https://www.neobund.com/detail/3318,"Upgraded Motion Sensor Light, Cordless Battery-Powered LED Night Light, Stick-Anywhere Closet Light Stair Lights, Wall Lights for Hallway, Bedroom, Kitchen ","['Home Improvement', 'Lights & Lighting']",5.49,195,0,$4.02,66.67,1.88,0,100,0,0
https://www.neobund.com/detail/4478,Plant Artificiales Outdoor Indoor High Quality Artificial Plants Greenery Simulation Topiary Trees,"['Home Supplies', 'Home Decor', 'Decorative Flowers, Plants & Fruit']",40,50,0,$12.61 - $21.56,100,0.23,5,100,0.32,0.17
https://www.neobund.com/detail/5535,"2-in-1 curling iron hair straightening comb, combing curling and straightening functions in one, easy to realize a hundred different styles. With ceramic heat technology, it is easy to create exquisite hairstyles anytime, anywhere. ","['Beauty & Personal Care', 'Personal Care Appliances']",14,196,200,$8.50,100,0.26,0.63,100,0.71,0.5
https://www.neobund.com/detail/4169,6pcs\u002Fset Colorful Bohemian Friendship Bracelet with Handmade Clay Beads - Stackable and Stretchable Clothing Accessory for Parties and Friends,"['Jewelry Accessories & Derivatives', 'Artificial Gemstones']",3,28,200,$5.50,98.53,0.43,0,100,0.03,0.03
https://www.neobund.com/detail/1316,"6pcsPositive Energy Encouragement Colorful Lettering Beaded Bracelets For Girls Elastic Bracelet Girls Accessories, Ideal choice for Gifts","[""Kids' Fashion"", ""Kids' Fashion Accessories""]",2,17,500,$5.00,98.53,0.43,0,100,0.03,0.03
https://www.neobund.com/detail/7244,"A wood frame canvas painting, black and white dandelions and blue dragonfly inspirational wall art print, suitable for home decoration, living room and bedroom, holiday gift, Happy Eid","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,654,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/3207,Emma Manor 925 Sterling Silver 5A Cubic Zirconia Triple Star Dangle Stud Earrings for Women,"['Fashion Accessories', 'Costume Jewelry & Accessories']",8.99,87,0,$5.00,100,0.2,0.36,100,0,0.45
https://www.neobund.com/detail/1110,Women's fashionable ribbed three piece jumpsuit shorts,"['Sports & Outdoor', 'Sport & Outdoor Clothing']",7,37,0,$8.73,99.88,0.39,0.24,99.76,0.24,0.04
https://www.neobund.com/detail/5463,"VEVOR Forklift Safety Cage, 1200 lbs Load Capacity, 36 x 36 inches Folding Forklift Work Platform with Lockable Swivel Wheels, Drain Hole & Device Chain, Holds 1 to 2 Adults, Perfect for Aerial Work","['Home Improvement', 'Building Supplies']",118.49,1142,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/5578,"7ft Pre-Lit Black Christmas Tree, Full Halloween Xmas Artificial Tree,Metal Hinges, Foldable Base, Holiday Decoration - Black","['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",124.88,154,0,$25.00,100,0.41,6.9,100,0.46,0.58
https://www.neobund.com/detail/5164,VEVOR Weed Barrier Landscape Fabric 6.5*330FT Heavy Duty Woven Weed Control Mat,"['Home Improvement', 'Garden Supplies']",89.8,2846,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/52,Lower Steering Shaft Coupling For Chevrolet Suburban 2500 GMC 4WD 1500,"['Automotive & Motorcycle', 'Auto Replacement Parts']",35.99,94,0,$0.00,96.3,0.52,0,100,0,0.11
https://www.neobund.com/detail/3672,Press on Faux Acrylic Nail Set with Rhinestones and Butterfly Design,"['Beauty & Personal Care', 'Hand, Foot & Nail Care']",6,100,0,$5.00,91.67,0.82,0,100,0,0
https://www.neobund.com/detail/6403,"S7 Plus Portable Wireless Hair Straightener with 3 Heat Settings, Negative Ion Technology, USB Rechargeable, Lightweight and Ideal for Travel & Home Use","['Beauty & Personal Care', 'Personal Care Appliances']",13,197,200,$8.50,100,0.26,0.63,100,0.71,0.5
https://www.neobund.com/detail/6258,2 Shapely Doors Cabinet with Horizontal Holes\n,"['Furniture', 'Indoor Furniture', 'Cupboards & Cabinets', 'Living Room Furniture']",99.27-100.29,27,0,$41.73,33.33,1.94,0,100,0.05,1.04
https://www.neobund.com/detail/6492,"1pc, 3A grade,, funny mug, black ceramic mug, 11oz ceramic coffee mug, summer and winter drinking mug, birthday gift, holiday gift, Christmas gift, New Year gift","['Kitchenware', 'Drinkware']",4.5,999,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/6345,Pearlescent blue digital candle 6CM number 0-9\n,"['Home Supplies', 'Home Decor']",5.87,20,0,$8.90,0,0,0,0,0,0.27
https://www.neobund.com/detail/7129,"VEVOR Massage Gun Deep Tissue with 9 Speed Levels & 6 Massage Heads, 24V 2500mAh Batteries, Percussion Muscle Massager for Athletes, Handheld Electric Massage Gun for Pain Relief, Muscle Relaxation","['Beauty & Personal Care', 'Personal Care Appliances']",69.99,747,0,$15.00,99.68,0.37,0,99.52,0.86,0.24
https://www.neobund.com/detail/1362,42 Inch Wooden Round Pub Pedestal Side Table with Chessboard,"['Furniture', 'Outdoor Furniture']",160,50,0,$10.00,100,1.07,0,100,0.08,0.08
https://www.neobund.com/detail/4086,"Women's Eau de Parfum Spray Perfume 50ML (1.7oz), Women's YARA Arabian Perfume Long-lasting Eau de Parfum",['Beauty & Personal Care'],5.99-10.99,415,0,$4.88,100,0.43,0.78,100,0,0.33
https://www.neobund.com/detail/5004,"5 Pack Foot Peel Mask, Exfoliant, Removes Calluses, Dead Skin Calluses, Foot Peel Mask for Chapped Feet, Foot Peel Mask with Goat Milk Extract, For Men and Women's Feet exfoliating mask","['Beauty & Personal Care', 'Hand, Foot & Nail Care', 'Hand & Foot Masks']",6,50,0,$7.99,100,0.83,0,100,0.72,1.69
https://www.neobund.com/detail/1794,"Foldable Dining Table, Rectangular Wood Folding Extendable Kitchen Table with Drop Leaves (White)\n","['Furniture', 'Indoor Furniture', 'Tables & Desks', 'Dining Room Furniture']",205,0,120,$50.00,94.44,0.48,11.11,100,0.82,0
https://www.neobund.com/detail/6792,"ROSALIND 24PCS Gel Polish Set, 20 Colors All Seasons Gel Nail Polish with Glitter&Glossy&Matte Gel Top Coat Base Coat White Brown Purple Gift for Women","['Beauty & Personal Care', 'Hand, Foot & Nail Care', 'Nail Art & Nail Polish']",7.37,200,0,$6.20,85.71,1.17,0,100,0,0.13
https://www.neobund.com/detail/389,4-Piece Carrot Cutter Toy Set: A Fun and Educational Playtime Experience for Kids!,"['Toys & Hobbies', 'Classic & Novelty Toys']",7,128,80,$7.00,88.42,1.11,0,100,0.24,0.49
https://www.neobund.com/detail/6852,3 Sided Cat Scratcher Cardboard Foldable Cat Scratching Board Triangle Scratcher Cardboard Cat Scratch Pad 6 Usable Sides Cat Tunnel Scratcher for Indoor Cat Vertical Cat Board Pads,"['Pet Supplies', 'Dog & Cat Furniture', 'Scratching Pads & Posts']",11.03,100,0,$13.65,100,0.14,0.47,100,0.75,0.36
https://www.neobund.com/detail/6894,Upgrade Your Home Gym with Our Automatic Rebound Abdominal Wheel - Ab Roller with Elbow Support - Perfect Abs Workout Equipment and Home Gym Equipment for Your Home Workout,"['Sports & Outdoor', 'Fitness Equipment']",12.99,300,0,$6.00,100,0.52,0,100,0.37,0.06
https://www.neobund.com/detail/7093,Women's blue grass breathable sweat-absorbent high-value versatile simple and fresh mid-tube socks twelve pairs(Twelve pairs),"['Womenswear & Underwear', ""Women's Underwear"", 'Socks']",12,936,936,$5.00,100,0.87,5,86.36,0.64,1.55
https://www.neobund.com/detail/3524,"32.8 ft Waterproof Retractable Strip Light Soloar Powered LED String Lights for Outdoor, Camping, tent, garden, Patio","['Home Improvement', 'Lights & Lighting']",19,79,0,$5.00,100,0.47,1.01,98.72,0.24,0.1
https://www.neobund.com/detail/3808,Top Grain Cowhide Leather Cowhide Belt,"['Fashion Accessories', 'Clothes Accessories']",6.9,99,0,$4.50,99.26,0.94,0,100,0,0
https://www.neobund.com/detail/3326,H11 four -axis drone with 1080P camera (fixed high hover+one -click roll+palm control+low -electricity reminder+gesture photo\u002Fvideo+button calibration\u002Ftake -off\u002Fflip) Time body lights red flash should replace battery long battery life dual battery black,"['Toys & Hobbies', 'Electric & Remote Control Toys']",26,994,0,$10.00,87.5,0.98,0,100,0,0.15
https://www.neobund.com/detail/3325,"Rhinestone Embellished Zip Hoodie, Casual Long Sleeve Slash Pocket Jacket, Women's","['Womenswear & Underwear', ""Women's Tops"", 'Hoodies & Sweaters']",12.99,20,400,$6.99,100,0.21,0,99.77,0.22,0.5
https://www.neobund.com/detail/4888,3PS RVTFSH Deodorant ExtraStrength Natural Moisturizes Deodorant For Women& Men Aluminum Free Parabens Free 48H Odor Protection lavender & rose and mint & cologne and coconut & vanila 2.65 0z,"['Beauty & Personal Care', 'Bath & Body Care', 'Deodorants & Antiperspirants']",17.99,672,0,$7.99,100,0.63,0,100,0.03,0.08
https://www.neobund.com/detail/1252,AiSomnus-gril's Satin Pajama Set child's Short Sleeve Short Pants High Quality Button Down Teens Sleepwear--White,"[""Kids' Fashion"", ""Girls' Clothes""]",8.5,50,0,$7.00,100,0.58,0,100,0.04,0
https://www.neobund.com/detail/1179,"Collapsible Wagon Stroller, Wagons Carts Foldable Grocery Cart on Wheels Beach Wagon Foldable Cart with Wheels, Cup Holders, Adjustable Handle, Safety Straps,Shopping, Garden,Sports, Blue Green","['Home Improvement', 'Building Supplies']",69.99,95,0,$9.99,100,0.45,0,100,0.34,0.09
https://www.neobund.com/detail/4760,"WUSOOTHE Bio Sun Stick 15g - Advanced Protection with Peptide Complex, Collagen and Hyaluronic Acid SPF50+,PortableStrong UVProtection Sunscreen StickFacialSkincare Lightweight CompactDailySensitive","['Beauty & Personal Care', 'Bath & Body Care', 'Sunscreen & Sun Care']",2.47-4.73,151,0,$7.99,100,0.83,0,100,0.72,1.69
https://www.neobund.com/detail/7187,"1 Framed Wooden Canvas Print, Vintage Ten Commandments Wall Art - Framed Inspirational Scripture Canvas Print, Ready to Hang, Perfect Room Decor","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,500,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/7337,"1 framed wooden canvas painting, 1 frameless painting showing an elegant white horse, suitable for home and office decoration, creative equestrian theme oil painting for bedroom, living room, bathroom, design inspired by majestic horses in the field","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,523,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/44,Mass Air Flow MAF Sensor Meter Fits Ford Mazda Mercury 1999-04 1L2F12B579BA,"['Automotive & Motorcycle', 'Auto Replacement Parts']",35.64,156,0,$0.00,96.3,0.52,0,100,0,0.11
https://www.neobund.com/detail/6421,"Printed gold powder pillar candle 16.5CM 6PC powder, blue","['Home Supplies', 'Home Decor']",4.45,24,0,$7.50,0,0,0,0,0,0.27
https://www.neobund.com/detail/7199,"1 wood frame canvas painting, Dragonfly sitting on the wall in Paradise","['Home Supplies', 'Home Decor', 'Posters & Prints']",12-50,543,0,$7.60,0,0,0,0,0.11,0.93
https://www.neobund.com/detail/4603,"Car Themed Room Wall Decor, I Love You To The Moon And Back And All Around The Race Track Sign, Wood Boys Bedroom Decor for Home Table Shelf","['Home Supplies', 'Home Decor']",5.99,4,0,$5.37,97.55,0.7,2.45,99.09,1.81,0.39
https://www.neobund.com/detail/4127,Folding knife EDC Survival Knives Outdoor Camping Fishing \n,"['Tools & Hardware', 'Hand Tools']",8.38,134,0,$6.38,94.59,0.36,2.7,97.3,0.05,0
https://www.neobund.com/detail/6585,"18-inch colorful unicorn, transparent ball mermaid, transparent ball animal shape, HAPPY BIRTHDAY, aluminum film ball 1pc\u002FFB1733\u002FFB2451\u002FFB2453\u002FFB1482\u002FFB2100\u002FFB2104\u002FFB2450\u002FFB1011","['Home Supplies', 'Festive & Party Supplies']",2.84-2.96,50,0,$7.50,0,0,0,0,0,0.27
https://www.neobund.com/detail/2554,10PCS Handmade Long Stunning  Bling nails | Bling Press on Nails | Rhinestone Nails | Luxurious | Diamond | Long Stiletto,"['Beauty & Personal Care', 'Hand, Foot & Nail Care']",13,16,444,$4.30,100,0.49,0,100,0,0.02
https://www.neobund.com/detail/717,Emma Manor 925 Sterling Silver 10mm 5A Turtle Shell Texture Cut CZ Dangle Earring for Women,"['Fashion Accessories', 'Costume Jewelry & Accessories']",10.99,33,0,$5.00,100,0.2,0.36,100,0,0.45
https://www.neobund.com/detail/6704,"Viking Pirate Ship Building Block Set, Village Pirates Long Ship Model, Norse Adventure Historical Merch, Stocking Stuffers Toys Gifts for Boys Girls Adults Age 6+.(568PCS)","['Toys & Hobbies', 'Classic & Novelty Toys', 'Building Toys', 'Model Building Kits']",13,40,0,$10.50,0,0,0,0,0,0
https://www.neobund.com/detail/6147,"Arabian essential oil perfume, Long Lasting Aromatic & Sophisticated Fragrance,for Skin - Travel Size, Alcohol Free (6ml)",['Beauty & Personal Care'],3.99,1000,0,$5.00,100,0.43,0.78,100,0,0.33
https://www.neobund.com/detail/3653,15LB per pair（2 pieces） apollo Dumbbell  for both commercial and home usage  High-end Coated Octagon Dumbbells,"['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting']",23.99,162,0,$20.00,100,0.58,0.18,100,0.16,0.21
https://www.neobund.com/detail/4762,"LED Modern Chrome Makeup Light, 5-Lights\u002F6-Lights Acrylic Chrome Makeup Mirror Light, Square White Lamp, Wall Mounted Light\n","['Home Supplies', 'Home Decor']",62.98,29,0,$15.00,100,0.61,0,99.4,0.3,0.58
https://www.neobund.com/detail/4607,"ESB-1.25+AW-5LB (a Pair), Ankle\u002FWrist Weights ,Resistance Bands, Pull Up Assist , Eexercise Bands, Long Resistance Bands Set for Working Out, Fitness, Training, Physical Therapy for Men Women","['Sports & Outdoor', 'Sports & Outdoor Accessories']",16.5,50,0,$10.00,100,0.58,0.18,100,0.16,0.21
https://www.neobund.com/detail/4800,Cat Water Fountain and Food Bowl Set with Mat 1.8L Automatic Pet Running Water Dispenser with LED Light Ultra Silent Easy to Clean,"['Pet Supplies', 'Dog & Cat Accessories', 'Feeding Supplies']",17.52,100,0,$10.10,98.86,0.86,0.57,100,0.21,0.8
https://www.neobund.com/detail/1681,"1 piece, 3A level, funny cute cat coffee mug, personalized ceramic mug, novelty coffee mug, funny mug, couple style cute coffee mug, 11 oz ceramic mug, party favor, Christmas gift, birthday gift, summer winter drink ,Home Decoration,","['Kitchenware', 'Drinkware']",4.5,2957,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/5884,8PCS New Plated Square Handle Painted Knife Set Kitchen Storage Bucket with Sharpener Stainless Steel Eight Piece Knife Set,"['Kitchenware', 'Kitchen Knives']",9.9,143,0,$8.16,97.3,0.88,0,97.37,0.23,0.85
https://www.neobund.com/detail/6442,"1pc, 3A grade,, funny mug, black ceramic mug, 11oz ceramic coffee mug, summer and winter drinking mug, birthday gift, holiday gift, Christmas gift, New Year gift","['Kitchenware', 'Drinkware']",5,300,0,$6.51,100,0.39,0,100,0,0.02
https://www.neobund.com/detail/4122,"A4A 25LB×2piece HDRS  Rubber Coated Solid Cast Iron Dumbbell with Contoured Chrome Handle, Hexagon Head","['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting']",46.9,47,0,$40.00,100,0.58,0.18,100,0.16,0.21
https://www.neobund.com/detail/5269,Car sunshade creative inner umbrella car windshield sun visor titanium silver telescopic heat insulation sun protection sunshade,"['Automotive & Motorcycle', 'Car Exterior Accessories', 'Sunshades']",3.6-4.6,0,0,$7.57,100,0.29,0,100,0.08,0.38
