商品链接,商品名称,商品类目,价格,联系方式,仓库地址,在库库存,在途库存,运费,准时交货率,准时处理时间/工作日,退款率,订单完成率,缺货程度,关键信息变更次数
https://www.neobund.com/detail/3311,Sports tight triangle sweat quick drying summer high intensity sports shorts slim waist waist compression shorts for women,"['Sports & Outdoor', 'Sport & Outdoor Clothing']",7.5,+1 951 407 1088,"938 SOUTH HATCHER AVENUE, CITY OF INDUSTRY, CITY OF INDUSTRY , California",20,0,$8.73,99.78,0.36,0,99.99,0.17,0.08
https://www.neobund.com/detail/3310,Back wrinkled jumpsuit shorts,"['Sports & Outdoor', 'Sport & Outdoor Clothing']",8,+1 951 407 1088,"938 SOUTH HATCHER AVENUE, CITY OF INDUSTRY, CITY OF INDUSTRY , California",18,0,$8.73,99.78,0.36,0,99.99,0.17,0.08
https://www.neobund.com/detail/5485,"VEVOR RV Steps, Aluminum Alloy Folding Platform Step Adjustable Height, Portable Step Stool with Wide Anti-Slip Surface, Rubber Feet, Reflective Strips and Handle, Supports Up to 1000lbs","['Home Improvement', 'Building Supplies', 'Ladders']",13.89,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",265,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
https://www.neobund.com/detail/5716,"CS07 Body Camera with 1080P Video Recording,256GB Body Camera, Wearable HD Body Cam with 180° Rotatable Lens, Infrared Night Visually Wearable Video Recorderfor Riding,Meeting,Home,64G","['Phones & Electronics', 'Cameras & Photography']",25.51,+1 773 940 2691,"Dock 21, 1111 W 35th St, Chicago, Illinois",142,0,$5.00,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/6239,2-piece retro style metal size flower earrings with two exaggerated flowers for a fashionable look,"['Fashion Accessories', 'Costume Jewelry & Accessories']",7-10,+1 626 392 9299,"6135 district Blvd, 6135 district Blvd, Maywood, California",30,0,$4.20,74.94,1.34,0.24,99.52,0,0.06
https://www.neobund.com/detail/5718,Dog Skirt Tulle Tweed Cute Princess Puppy Clothes for Girl Birthday YYPC22091792,"['Pet Supplies', 'Dog & Cat Clothing']",6.39,+1 626 366 3186,"10932 Klingerman St, Suite C, El Monte,, California",0,0,$4.39,97.95,0.9,0.02,100,0.19,0.32
https://www.neobund.com/detail/6343,"West&Month snail peptide hyaluronic acid firming essence, moisturizing, firming and smoothing skin lines","['Beauty & Personal Care', 'Skincare']",3.5,+1 909 330 3868,"Armstrong Logistic, Inc. CA, 19545 San Jose Ave, City of Industry, California",93,0,$5.99,100,0.19,0,99.95,0.64,0.47
https://www.neobund.com/detail/2540,"1pc Pull-Out Type Cabinet Organizer, Punching-free Seasoning Dish And Bowl Storage Shelf Under Cabinet, Heavy Duty Storage And Organization Slide Out Pantry Shelves For Kitchen, Home Kitchen Supplies","['Home Supplies', 'Home Organizers', 'Storage Boxes & Bins']",9.98-10.08,暂无,暂无,40,0,$15.00,99.28,0.65,0,99.98,0.25,0.44
https://www.neobund.com/detail/2768,Casual Workout Two Piece Outfits for Women Crew Neck Ribbed Long Sleeved High Waist pants Matching Sets Streetwear,"['Womenswear & Underwear', ""Women's Suits & Overalls""]",8.9,+1 951 407 1088,"938, 938 SOUTH HATCHER AVENUE, INDUSTRY, California",4,20,$7.90,99.72,0.7,0,99.99,0.35,0.56
https://www.neobund.com/detail/4362,"Watercolor Flower Home Decor Shower Curtain, Abstract Herbs Weeds Blossoms Ivy Back with Florets Shrubs Design, Fabric Bathroom Decor Set with Hooks\n","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",6.5,+1 718 709 1772,"60, 60 E Jefryn Blvd , deer park, New York",28,0,$5.70,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/5703,kids desk and chair set for kids pink,"['Furniture', ""Children's Furniture"", 'Furniture Sets']",79.99,+1 951 407 1088,"938, SOUTH HATCHER AVENUE, CITY OF INDUSTRY, California",50,0,$35.00,99.18,0.3,0.01,100,0.23,0.09
https://www.neobund.com/detail/7761,"Vintage Landscape Polyester Shower Curtain With Hooks - Water-Resistant, Machine Washable","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",8,暂无,暂无,0,30,$6.95 - $10.85,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/5847,"Memory Foam Pillow,1 Piece Sleep Pillow Soft Comfortable Contour for Spring Daily Use, Side&Back Sleepers,Ergonomic Design Provides Pain Relief,Orthopedic Support for Neck and Shoulder,Versatile Solid Color Pillow for Home,School,Dorm,Travel","['Textiles & Soft Furnishings', 'Bedding', 'Pillows & Bed Wedges']",15,暂无,暂无,134,0,$7.98,99.4,0.59,0,100,0,0.25
https://www.neobund.com/detail/1935,3Pcs Aztec Wood Wall Decor Farmhouse Kitchen Boho Cyan Rectangle Framed Hanging Signs Bedroom Window Frame Vintage Tribal Wall Decor Above Bed Southwestern Modern Geometric Wall Art,"['Home Supplies', 'Home Decor', 'Posters & Prints']",15.49,+1 626 392 2885,"9644 , Hermosa Ave, RanchoCucamonga, California",6,0,$11.99,97.77,0.59,0.07,99.96,2.1,0.33
https://www.neobund.com/detail/1719,Emma Manon Jewelry Set 18K Gold Plated Stainless Steel Lucky Cat Set\n,"['Fashion Accessories', 'Costume Jewelry & Accessories']",4.99,+1 646 645 3396,"98, Sandy Creek Dr, Covington, Georgia",33,0,$5.00,100,0.16,0.01,100,0,0.45
https://www.neobund.com/detail/7220,"Bohemian Style Dopamine Freshwater Pearl & Natural Stone Beaded Necklace Summer Jewelry for Women, 18K golden plated Necklace, pearl Necklace, Trendy Layered Necklace, Fashion Beaded Perfect for Beachwear, Casual & Vacation, Elegant Accessories","['Fashion Accessories', 'Costume Jewelry & Accessories']",5.99,+1 626 567 0078,"9138 , Pittsburgh Ave, Rancho Cucamonga, New Mexico",50,0,$4.50,0,0,0,0,0.58,0
https://www.neobund.com/detail/5025,"1pc Lips Rhinestones Printed Shower Curtain, Waterproof Shower Curtain With 12 Hooks,, Bathroom Decor, Shower Curtain Sets For Bathrooms\n","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",6.5,+1 718 709 1772,"60, 60 E Jefryn Blvd , deer park, New York",29,0,$5.70,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/5176,"Gimbal Stabilizer 3-Axis Smartphone Foldable Gimbal For iPhone Gimble with Focus Wheel Vlog Stabilizer For iPhone 15 14 13 12 Pro Max&Android,Gimbal With RGB Magnetic Fill Light ,Smart XE KIT","['Phones & Electronics', 'Phone Accessories']",55.34,+1 773 940 2691,"Dock 21, 1111 W 35th St, Chicago, Illinois",16,0,$8.07,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/5629,"Pet Memorial Stone for Loss Dog or Cat, Dog Passing Away Sympathy Bereavement Gifts, Pet Grave Markers with Paw Prints Funerary Headstones Outdoor Garden","['Pet Supplies', 'Dog & Cat Accessories', 'Memorials']",9.99,+1 626 392 2885,"9644 , Hermosa Ave, RanchoCucamonga, California",10,0,$10.99,97.77,0.59,0.07,99.96,2.1,0.33
https://www.neobund.com/detail/5879,"Wall Lights Battery Operated Wall Sconces Set of 2,Gold Wireless Wall Sconces with Remote,9 Colors Modes Rechargeable Wall lamp for Bedroom Living Room","['Home Improvement', 'Lights & Lighting', 'Indoor Lighting', 'Wall Lighting Fixtures']",37,暂无,暂无,51,100,$8.00,99.03,0.32,0,100,0.37,0.54
https://www.neobund.com/detail/4454,10LB Gym style rubber particle high elasticity weight plate,"['Sports & Outdoor', 'Fitness Equipment', 'Weight Training']",18.5,+1 714 533 8118,"1428, W. Central Park Ave. S. , Anaheim, California",20,0,$32.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/5793,Stainless steel chef's knife,['Kitchenware'],6.99,+1 909 586 2127,"313, 20 Haypress Rd Ste 313, Cranbury, New Jersey",99,0,$6.00,100,0.74,0,100,0.4,0.05
https://www.neobund.com/detail/1181,"Collapsible Wagon Stroller, Wagons Carts Foldable Grocery Cart on Wheels Beach Wagon Foldable Cart with Wheels, Cup Holders, Adjustable Handle, Safety Straps,Shopping, Garden,Sports,Blue\n","['Home Improvement', 'Building Supplies']",69.99,+1 540 850 0781,"101, 1199 International Parkway, Suite 101, Fredericksburg , VA",96,0,$3.99,99.18,0.3,0.01,100,0.23,0.09
https://www.neobund.com/detail/7503,"10.3-inch golden heart-shaped hand sculpture: resin art decoration, suitable for office or home - the perfect gift for loved ones","['Home Supplies', 'Home Decor', 'Statues & Figurines']",5.99,+1 909 346 1267,"orange west, 8369 Milliken Avenue, Rancho Cucamonga, California",30,0,$6.99,100,0.03,0,100,0,0
https://www.neobund.com/detail/3232,"Memory Foam Chair Seat Cushion,Car Seat Pad Comfort Cushion,Non-slip Breathable Seat Cushion Support for Office Chair (Black)","['Textiles & Soft Furnishings', 'Household Textiles']",12,暂无,暂无,69,0,$7.89,99.4,0.59,0,100,0,0.25
https://www.neobund.com/detail/5263,Mini Umbrellas for Travel Sun&Rain Lightweight Small UV Sun Folding Umbrella Compact Suit for Pocket,"['Home Supplies', 'Miscellaneous Home']",5.6,+1 626 233 2337,"4560 , 4560 Hamner Ave., Eastvale, California",30,0,$5.40,100,0.34,0,100,0.15,0.36
https://www.neobund.com/detail/4911,"4 hats with hip-hop vibe only - high quality fabric, snug fit, unisex","['Sports & Outdoor', 'Sports & Outdoor Accessories']",18.44,+1 469 268 7109,"1400 Summit Ave suite A, 1400 Summit Ave suite A, Plano, Texas",999,0,$9.00,99.28,0.65,0,99.98,0.25,0.44
https://www.neobund.com/detail/5464,"VEVOR Sewer Camera with 512Hz Locator, 165 ft\u002F50 m, 9\"" Pipeline Inspection Camera with DVR Function, IP68 Camera with 12 Adjustable LEDs, A 16 GB SD Card for Sewer Line, Home, Duct Drain Pipe Plumbing","['Tools & Hardware', 'Measuring Tools', 'Physical Measuring Instruments', 'Scanners & Testers']",656.4,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",271,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
https://www.neobund.com/detail/3099, Men's Formal Style Cowhide Belt,"['Fashion Accessories', 'Clothes Accessories']",6,+1 626 757 4418,"17411 , East Gale Ave, City Of Industry, California",45,100,$4.50,99.49,0.92,0,100,0,0
https://www.neobund.com/detail/6745,"Turmeric Soap Bar, Natural Turmeric Soap Bar for Face & Body, Handmade Tumeric Soap, Smoothing and Cleanses Skin Face Wash Soap Face Serum","['Beauty & Personal Care', 'Skincare']",2.43-2.82,+1 541 840 2600,"Suite 6, 1150 Knutson Ave, Medford, Oregon",80,0,$7.99,100,0.75,0,100,0.16,1.4
https://www.neobund.com/detail/3750,"Toy Play Tent For Girls And Boys, Princess Theater, Indoor Pink Castle ","['Toys & Hobbies', 'Sports & Outdoor Play']",12,+1 973 585 7975,"40, Harry Shupe Blvd, wharton, New Jersey",8,0,$7.00,100,0.29,0,100,0.38,0.47
https://www.neobund.com/detail/4152,3 Pieces Kingfisher Print Quilt Set King Size Flowers Kingfishers Pattern Comforter Set Animal Theme Lightweight Quilt Set for All Season 1 Coverlet and 2 Pillowcases,"['Textiles & Soft Furnishings', 'Bedding']",21.99,+1 626 606 0308,"131, Marcellin Dr, Industry, California",50,20,$14.04,100,0.32,0,100,0.54,0.59
https://www.neobund.com/detail/5581,5.9ft Lighted Artificial Olive Tree with LED Fairy Lights Olive Fruit Faux Plant Tree for Decor Inside and Outside Home Patio Wedding Festival Christmas Decoration,"['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",45,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",50,0,$16.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/3796,1pc Multifunctional Kitchen Pot and Lid Rack Wall-mounted Storage Rack Cutting Board Storage Rack,"['Home Supplies', 'Home Organizers', 'Storage Holders & Racks']",10,+1 909 969 3727,"5401 E Jurupa Street, 5401 E Jurupa Street, Ontario, California",0,500,$3.00,99.94,0.42,0.16,100,0.32,0.55
https://www.neobund.com/detail/1131,Emma Manor 18k Gold Plated 5A Cubic Zirconia Love Heart Cross Pendant Necklace for Women,"['Fashion Accessories', 'Costume Jewelry & Accessories']",5.99,+1 646 645 3396,"98, Sandy Creek Dr, Covington, Georgia",21,0,$5.00,100,0.16,0.01,100,0,0.45
https://www.neobund.com/detail/5628,"Sun Wall Decor, 15.7x7.9 Inchs Wooden Boho Sunset Wall Art Framed, Black White Sunburst Bedroom Bathroom Room Rustic Home Decor","['Home Supplies', 'Home Decor']",11.99,+1 626 392 2885,"9644 , Hermosa Ave, RanchoCucamonga, California",20,0,$13.99,97.77,0.59,0.07,99.96,2.1,0.33
https://www.neobund.com/detail/7739,24 Pieces Heavy Equipment Engineering Vehicles City Fire Rescue Truck Building Blocks - 24 Days Christmas Countdown Calendar Christmas Gifts for 3-6 7 8-12 Boys and Girls,"['Toys & Hobbies', 'Classic & Novelty Toys', 'Building Toys', 'Model Building Kits', 'Motor Vehicles']",6.99,暂无,暂无,300,0,$20.00,99.8,0.89,0,100,0,0
https://www.neobund.com/detail/6639,Professional Clay Mask 120g – Deep Cleansing Treatment for Pore Tightening and Skin Purification,"['Beauty & Personal Care', 'Skincare']",2.44,+1 541 840 2600,"Suite 6, 1150 Knutson Ave, Medford, Oregon",102,0,$7.99,100,0.75,0,100,0.16,1.4
https://www.neobund.com/detail/6156,DAV Adjustable Preacher Curl Weight Bench With Leg Extension,"['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting', 'Benches']",319,+1 714 533 8118,"1428, W Central Park Ave S, Anaheim, California",50,0,$40.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/6812,"Yee fish tank electric water changer, feces suction device, sand and feces suction pump, aquarium cleaning kit，15KPA strong suction","['Pet Supplies', 'Fish & Aquatic Supplies', 'Cleaning Tools']",14.67,暂无,暂无,46,0,$11.50 - $17.00,100,0.27,0,100,0.6,0.78
https://www.neobund.com/detail/4303,"Electric Towel Rack, Rotary Towel Heater Wall Mounted Drying Rack, Stainless Steel Towel Heater 5 Built-in Timers For Home Bathrooms, Salons And Spas","['Home Improvement', 'Bathroom Fixtures']",89.66,暂无,暂无,40,0,$15.00,99.28,0.65,0,99.98,0.25,0.44
https://www.neobund.com/detail/4507,"1 Stretchable Countertop Storage Rack Suitable For Bathroom And Kitchen, Kitchen Pot Rack, Bathroom, Washbasin, Cabinet Layered Storage Rack, Storage Basket Carbon Steel Black\u002F White","['Home Supplies', 'Home Organizers', 'Storage Baskets']",6.88-8.99,+1 818 987 6180,"5700 E Airport Drive Suite A, dock1-6, Ontario, California",491,0,$15.00,99.28,0.65,0,99.98,0.25,0.44
https://www.neobund.com/detail/7449,"Pet Dog Car Seat for Large Dogs, Waterproof Fabric with Breathable Mesh & Adjustable Dog Seat Belt for Car, Dog Hammock for Car, Dog Carrier Dog Car Seat Cover - Gray MD\u002FLG","['Pet Supplies', 'Dog & Cat Accessories', 'Carriers & Travel Supplies', 'Car Travel Accessories']",18.01-20.88,+1 773 940 2691,"Dock 21, 1111 W 35th St, Chicago, Illinois",49,0,$13.65,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/4347,"1pc \""Water-Resistant Pastoral Bamboo Shower Curtain: Grommet Top, Hooks Included - Transform Your Bathroom with Easy Maintenance & All-Season Elegance\n","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",6.5,+1 718 709 1772,"60, 60 E Jefryn Blvd , deer park, New York",29,0,$5.70,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/6449,"1.5G matte latex balloon 25CM 10PC  Transparent, garnet red, magenta, persimmon yellow, dark green, white, black, light pink, pink, red, rose red, orange, light green, light blue, dark blue, mixed colors\n","['Home Supplies', 'Festive & Party Supplies']",5.88-6.26,+1 909 908 7514,"1567 s, campus Ave , Ontario, California",40,0,$8.90,0,0,0,0,0,0.18
https://www.neobund.com/detail/116,"Bling Band Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm, Women Dressy Metal Bracelet with Rhinestone Bumper for iWatch Series 9\u002F8\u002F7\u002FSE\u002F6\u002F5\u002F4\u002F3\u002F2\u002F1","['Phones & Electronics', 'Smart & Wearable Devices', 'Wearable Accessories']",4.5,+1 626 731 6399,"3351, E Philadelphia St, Ontario, CA 91761 dock 34",0,0,$5.00,94.75,0.54,0,100,0.43,0
https://www.neobund.com/detail/7410,Car Air Freshener 4ml Car Scents | 45-Days Keep Fragrance | Automotive Hanging Diffuser Bottles | Remove Auto Odor Long-Lasting Fresh Air for Home Deodorizer,"['Automotive & Motorcycle', 'Car Interior Accessories']",9.9-17.9,+1 919 396 9785,"5558 burnside Dr, 5558 burnside Dr, Rockville, Maryland",50,0,$5.90,97.47,0.7,0.03,99.98,0.06,0.22
https://www.neobund.com/detail/4531,Plant For Indoor Outdoor Decorative Bonsai Boxwood round Topiary Artificial Tree hot sales,"['Home Supplies', 'Home Decor', 'Decorative Flowers, Plants & Fruit']",39,暂无,暂无,50,0,$12.61 - $21.56,100,0.22,0.26,100,0.26,0.17
https://www.neobund.com/detail/4977,"Bloom Your Bathroom: Vibrant, Proof Floral Curtain with Easy Care & Waterproof Design\n","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",6.5,+1 718 709 1772,"60, 60 E Jefryn Blvd , deer park, New York",27,0,$5.70,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/7594,"1pc Canvas painting with wooden frame, ready to hang, Hummingbird Sunflower, Framed Wall Art Canvas","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,+1 702 427 6366,"749 canary wharf dr. las vegas. NV. 89178 , Canary Wharf Boulevard, Las Vegas, Nevada",500,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/5567,"Fall Wooden Sign, Fall Decorations for Home, Indoor October Autumn Centerpieces for Tables Wall Shelf Desk Fireplace Mantle Farmhouse House Small Decor Art\nBrand: flangairy","['Home Supplies', 'Home Decor', 'Plaques & Signs']",4.99,+1 626 392 2885,"9644 , Hermosa Ave, RanchoCucamonga, California",100,0,$5.37,97.77,0.59,0.07,99.96,2.1,0.33
https://www.neobund.com/detail/4654,Yvolution Kids Balance Bike Velo Junior,"['Toys & Hobbies', 'Sports & Outdoor Play', 'Ride-ons Toys']",43.99,+1 760 456 8775,"7860 , Paramount Blvd, Pico Rivera, California",100,0,$9.50 - $11.00,0,4.24,0,100,0,0
https://www.neobund.com/detail/4239,"Men's Eau de Toilette, 10ml Concentrated Long Lasting Roll-On, Unique and Personalised Scent Experience, Increase Intimacy Perfume For Men Women Infused Essential Oil Cologne Perfume",['Beauty & Personal Care'],2.99-4.99,+1 626 392 9299,"6135, district Blvd, Maywood   , California",199,0,$7.90,97.12,0.48,0,100,0,0
https://www.neobund.com/detail/5494,"VEVOR Aluminum Grade Rod, 16-Feet\u002F10ths 4 Sections Telescopic Measuring Rod,Double-Sided Scale 1\u002F10ft Leveling Rod Stick,Aluminum Alloy Survey Rod w\u002F Bubble Level &Carrying Bag for Houses,Walls,Floors","['Tools & Hardware', 'Measuring Tools', 'Optical Instruments', 'Laser Measuring Devices & Accessories']",23.24,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",783,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
https://www.neobund.com/detail/7602,"1pcs canvas painting with wood frame, ready to hang, Peace in His Presence - Lion and Lamb wall art, ready to hang, for living room and bedroom decoration, holiday gift for her\u002Fhim","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,暂无,暂无,500,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/4155,Exquisite Design Sherpa Fleece Blanket Two Size Soft Warm Air Conditioning Blanket for All Seasons Nap Blanket for Kids Adults Toddler Bedroom Decor Gifts,"['Textiles & Soft Furnishings', 'Bedding', 'Blankets & Throws']",11.6,+1 626 606 0308,"131, Marcellin Dr, Industry, California",10,0,$12.51,100,0.32,0,100,0.54,0.59
https://www.neobund.com/detail/7100,6Ft Pre-Lit Flocked Portland Pine Pencil Artificial Christmas Tree,"['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",53.96,+1 909 413 2067,"18215 Rowland St, Dock 4, City of industry, California",607,0,$20.00,100,0.39,0.28,100,0.37,0.4
https://www.neobund.com/detail/1325,RVTFSH Deodorant | ExtraStrength Natural Deodorant for Women& Men | Aluminum Free Coconut & Vanilla 2.65 0z. Body Care Cosmetic  Deodorant,"['Beauty & Personal Care', 'Bath & Body Care']",4.99,+1 909 808 1888,"1496, E Francis st, Ontario, California",100,0,$7.99,100,0.72,0,100,0.03,0.08
https://www.neobund.com/detail/6253,"LED Makeup Brush Set ,14 Pieces Mini Makeup Brush Set for Travel, Mini Makeup Brushes Set with LED Light Mirror for Women, Makeup Brushes Set Professional Pink Black Color makeup brush","['Beauty & Personal Care', 'Makeup', 'Makeup Brushes']",10.99,+1 626 376 8694,"1150 S. Etiwanda Ave, Dock No.20-40, Ontario, California",100,0,$6.50,98.91,1.32,0,100,0.16,0.56
https://www.neobund.com/detail/6513,"VEVOR Impact Socket Set 1\u002F2 Inches 19 Piece Impact Sockets, Deep Socket, 6-Point Sockets, Rugged Construction, Cr-V, 1\u002F2 Inches Drive Socket Set Impact 3\u002F8 inch - 1-1\u002F2 inch, with a Storage Cage","['Tools & Hardware', 'Hand Tools', 'Wrenches', 'Sockets & Socket Sets', 'Socket Sets']",38.54,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",1627,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
https://www.neobund.com/detail/2973,1\u002F72 scale American F-4U Pirate Fighter Model World War ll vintage fighter metaldie cast aircraft military display aircraft display collection or gifts,"['Collectibles', 'Entertainment']",22,+1 678 687 3747,"919 koala ct, 919 koala ct, Lawrenceville, Georgia",99,0,$8.00,90.91,1.03,0,100,0.64,0.18
https://www.neobund.com/detail/7353,Emma Manor 14K White Gold Plated 10mm 5A Heart Shape Cubic Zirconia Jewelry Set for Women,"['Fashion Accessories', 'Costume Jewelry & Accessories']",9.99,+1 646 645 3396,"98, Sandy Creek Dr, Covington, Georgia",66,0,$5.00,100,0.16,0.01,100,0,0.45
https://www.neobund.com/detail/6116,"Luxury Shiny Zirconia Ring｜Lady's Eternity Ring Infinity Wedding Band, Cross Ring, Women's Fashion Ring Jewelry, Non-Fadeable, Engagement Wedding Ring Christmas Couple Lady Jewelry","['Jewelry Accessories & Derivatives', 'Artificial Gemstones']",4.99,+1 909 739 3687,"9099 E 8th St, 9099 E 8th St,Rancho Cucamonga, Cucamonga, California",50,0,$5.00,100,0.26,0,100,0,0
https://www.neobund.com/detail/6484,"3-in-1 Adjustable Head Strap for Oculus\u002FMeta Quest 2, Replacement for Elite Strap, Enhanced Support in VR, Detachable & Lightweight VR Accessories Fit for Carrying Case","['Phones & Electronics', 'Smart & Wearable Devices']",14.3,+1 601 988 7771,"21331 Clay Road, 21331 Clay Road, Katy, Texas",67,0,$6.50,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/2254,"2024 Upgraded Version Ultrasonic Pest Repeller, Indoor Ultrasonic Repellent for Roach, Rodent, Mouse, Bugs, Mosquito, Mice, Spider, Ant,Electronic Plug in Pest Control,3 Mode Switching,6 Packs\n","['Household Appliances', 'Home Appliances']",9.99,暂无,暂无,166,0,$8.99,96.6,0.47,0.03,100,0.11,0
https://www.neobund.com/detail/6599,"VEVOR HEPA Air Filter, 15.75'' x 15.75'' Air Filter Replacement, High-efficient Stage 3 Filters Compatible with BlueDri & VEVOR Scrubber, Air Purifiers, Water Damage Restoration Equipment","['Household Appliances', 'Home Appliances']",35.99,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",215,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
https://www.neobund.com/detail/3994,"Portable Vinyl record player C260 ,with 2 Stereo Speakers, Wireless 3-Speed 33\u002F45\u002F78RPM, Support Headphone Jack\u002FUSB\u002FAUX-IN\u002FRCA-Out\u002FRecording","['Phones & Electronics', 'Audio & Video']",34.2,+1 313 868 6416,"13851, 13851 Ramona Ave, Chino, California",0,200,$12.00,100,0.36,0,100,0.32,0.09
https://www.neobund.com/detail/4365,"1pcs Forest-Themed 3D Floral Pattern Shower Curtain Set - Waterproof, Cordless, Non-Slip, and Easy-to-Clean - Includes 12 Hooks, Complete Bathroom Decor Solution\n","['Home Supplies', 'Bathroom Supplies', 'Shower Curtains & Rods']",6.5,+1 718 709 1772,"60, 60 E Jefryn Blvd , deer park, New York",14,0,$5.70,100,0.37,0,100,0.25,0.82
https://www.neobund.com/detail/3465,Multitool Wood Handle Folding Blade EDC Survival Knives Outdoor Camping Fishing,"['Tools & Hardware', 'Hand Tools']",8.09,暂无,暂无,1912,0,$6.38,96.77,0.35,0.08,99.92,0.05,0
https://www.neobund.com/detail/3306,"Face and Neck Massager，Multifunctional Facial Skin Care Tools,3\u002F7 Color Led Face and Neck Beauty Device for Home Use","['Beauty & Personal Care', 'Skincare']",7.99,+1 859 485 0550,"2125, Gateway Boulevard, Hebron, Kentucky",45,100,$7.99,100,0.22,0.01,100,0.15,1.01
https://www.neobund.com/detail/3855,"Solar Street Light Motion Sensor, Dusk to Dawn Solar Flood Lights Outdoor, IP65 Waterproof Solar Security Lights, LED Solar Lights for Outside Garden Yard Path Parking Lot","['Home Improvement', 'Lights & Lighting']",78,+1 626 673 5668,"13850 Central Avenue, 13850 Central Avenue, Chino, California",11,0,$13.00,100,0.88,0,99.15,0,0.13
https://www.neobund.com/detail/2811,"EP LIGHT Tulip Night Light, Nursery Lights, Flower Table Lamp, Holiday Gifts","['Home Improvement', 'Lights & Lighting']",12,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",44,0,$5.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/4799,"Digital Typec Headphones for ipad Pro All iphone 15 Series,iphone 16 ,Android Universal, Usb Type C Earphones Hifi Stereo Usb C Wired Earbuds with Microphone Volume Control for Iphone Latest Models & Other Type C Enabled Devices","['Phones & Electronics', 'Audio & Video', 'Earphones & Headphones', 'Wired Headphones']",6.99,+1 909 510 7777,"#103, 550 Monica circle, Corona, California",287,0,$5.00,99.56,0.54,0.08,99.99,0.09,0.15
https://www.neobund.com/detail/5640,\nKamperbox Outdoor Down Sleeping Bag Winter Warm and Waterproof Outdoor Sleeping Bag Camping Travel Down Sleeping Bag,"['Sports & Outdoor', 'Camping & Hiking Equipment', 'Sleeping Bags & Bedding', 'Sleeping Bags']",46,+1 626 606 0308,"8375, C\u002FO 8375 Sultana Ave,Unit 2, Fontana, California",100,100,$15.00,100,0.19,0.23,100,0.08,0.17
https://www.neobund.com/detail/7038,Roxelis 50ml  Cologne Cupid Perfume Spray Gentle and Elegant Portable Fragrance for Couples Dating Atmosphere Perfume,['Beauty & Personal Care'],6,+1 909 330 3868,"Armstrong Logistic, Inc. CA, 19545 San Jose Ave, City of Industry, California",2108,0,$5.99,100,0.19,0,99.95,0.64,0.47
https://www.neobund.com/detail/5415,"VEVOR Retractable Air Hose Reel, 3\u002F8 IN x 50 FT Hybrid Air Hose Max 300PSI, Air Compressor Hose Reel with 5 ft Lead in, Ceiling \u002F Wall Mount Heavy Duty Single Arm Steel Reel","['Tools & Hardware', 'Pumps & Plumbing', 'Pipes & Fittings', 'Pipes, Pipe Fittings & Accessories']",49.09,+1 234 567 8999,"1, 200 Docks Corner Road, Dayton, New Jersey",1579,0,$15.00,99.54,0.31,0,99.98,0.78,0.1
