name,价格,链接
"Computer Networking: An All-in-One Beginner's Guide to Understanding Communications Systems, Network Security, Internet Connections, Cybersecurity and Hacking",US$0.00,https://www.amazon.com/-/zh/dp/B08FF2Z2SX/ref=sr_1_116?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.tJsdjnil3MioKJ5DM3Yww5-ofV_r3Vsk_bM8qQ_sBB_GjHj071QN20LucGBJIEps.dharM9VCrGzxEVbqbKwb6lWip5eOysn0ykUp4xds5jo&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-116
"Blackview MP60 升级迷你电脑 Intel 12th N95(高达 3.4GHz),迷你台式电脑 16GB RAM 1TB 固态硬盘,Win 11 支持双 4K HDMI 显示屏,双 WiFi,BT4.2 适用于商务、家庭、办公室",US$219.99,https://www.amazon.com/-/zh/dp/B0CKSGZ1GZ/ref=sr_1_117?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.tJsdjnil3MioKJ5DM3Yww5-ofV_r3Vsk_bM8qQ_sBB_GjHj071QN20LucGBJIEps.dharM9VCrGzxEVbqbKwb6lWip5eOysn0ykUp4xds5jo&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-117
"HP Elite Desk SFF 600 G9 小型台式机,第 13 代英特尔 16 核 i7-13700 高达 5.1GHz,16GB DDR5 内存,1TB PCIe SSD,DVDRW,WiFi 6,蓝牙,以太网, Windows 11 Pro, AZ-XUT",US$849.00,https://www.amazon.com/-/zh/dp/B0DKFMC2Q6/ref=sr_1_113?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-113
"ACEMAGIC 迷你 PC Windows 11,第 12 代 Alder Lake-N95(高达 3.40GHz,15W TDP)迷你电脑,16GB DDR4 512G PCIe SSD 迷你电脑,迷你台式电脑支持 4K/WiFi/BT 适用于总线 iness Home Off。 冰",US$159.00,https://www.amazon.com/-/zh/dp/B0DD6PT84Y/ref=sr_1_114?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-114
Algorithms to Live By: The Computer Science of Human Decisions,US$0.00,https://www.amazon.com/-/zh/dp/B01D24NAL6/ref=sr_1_115?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-115
,0,
Hackers: Heroes of the Computer Revolution: 25th Anniversary Edition,US$0.00,https://www.amazon.com/-/zh/dp/B017RV1I3C/ref=sr_1_117?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-117
"GEEKOM GT1 Mega AI 迷你电脑,第 14 代英特尔酷睿 U9-185H 处理器(16C/22T,高达 5.1 GHz),32GB DDR5 2TB PCIe Gen4 固态硬盘,迷你台式电脑 Windows 11 Pro,WiFi i 7/BT 5 .4/双 2.5G LAN/USB4.0/8K",US$989.00,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjM0NDAwNzM1MzU1MDU4OjE3MzI1MjUxNDQ6c3BfbXRmOjMwMDQ0OTE3OTUzNTAwMjo6MDo6&url=%2Fdp%2FB0DG7WDW75%2Fref%3Dsr_1_118_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525144%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP Elite Mini 800 G9 商用台式机,第 13 代英特尔 24 核 i9-13900 高达 5.6GHz,64GB DDR5 内存,1TB PCIe 固态硬盘,WiFi 6,蓝牙,键盘和鼠标,Windows 11 Pro 通风口","US$1,319.00",https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjM0NDAwNzM1MzU1MDU4OjE3MzI1MjUxNDQ6c3BfbXRmOjMwMDMyNzExODgzNTkwMjo6MDo6&url=%2Fdp%2FB0CTQKZRNS%2Fref%3Dsr_1_119_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525144%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-119-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"16 英寸玫瑰金笔记本电脑,赛扬 N5105 CPU,DDR4 16GB 内存,FHD IPS 显示屏,背光 KB,指纹解锁,USB 3.0,HDMI,WiFi/BT,非常适合工作,学习和玩耍! (玫瑰金,16G+25 6G 固态硬盘)",US$311.99,https://www.amazon.com/-/zh/dp/B0D7ZJ7XW4/ref=sr_1_120?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-120
"Mini PC 第 12 代 Alder Lake-N100(高达 3.4GHz),双局域网迷你电脑 12GB DDR5 512GB M.2 SSD,迷你台式电脑支持 4K UHD 三重显示屏 / WiFi 5/BT 5.0,微型电脑 冰/商务",US$135.99,https://www.amazon.com/-/zh/dp/B0DGQHRCMR/ref=sr_1_121?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-121
宏碁 Nitro 50 游戏台式机 | 英特尔酷睿 i7-14700F 20 核处理器 | NVIDIA GeForce RTX 4060 | DDR5 | Intel Wi-Fi 6E AX211 | Windows 11 家庭版(16GB RAM | 1TB PCIE SSD),"US$1,099.49",https://www.amazon.com/-/zh/dp/B0DL5V9LP2/ref=sr_1_122?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-122
,0,
Computers Made Easy: From Dummy To Geek,US$0.00,https://www.amazon.com/-/zh/dp/B084DFQT25/ref=sr_1_124?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-124
Computer Organization and Design MIPS Edition: The Hardware/Software Interface (The Morgan Kaufmann Series in Computer Architecture and Design),US$31.16,https://www.amazon.com/-/zh/dp/0128201096/ref=sr_1_125?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-125
Computer Science Distilled: Learn the Art of Solving Computational Problems,US$19.93,https://www.amazon.com/-/zh/dp/0997316020/ref=sr_1_126?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-126
Everything You Need to Ace Computer Science and Coding in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),US$11.99,https://www.amazon.com/-/zh/dp/1523502770/ref=sr_1_127?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525144&sprefix=diannao%2Caps%2C321&sr=8-127
"宏碁 Aspire 3 A315-24PT-R0UX 超薄笔记本电脑,15.6 英寸全高清 IPS 触摸屏,AMD 锐龙 5 7520U 四核处理器,AMD Radeon 显卡,16GB LPDDR5,512GB NVMe SSD,Wi-Fi 6, Windows 11 家庭",US$399.99,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjM0NDAwNzM1MzU1MDU4OjE3MzI1MjUxNDQ6c3BfYnRmOjMwMDQ0Nzg4NjE3MjIwMjo6MDo6&url=%2Fdp%2FB0CJV41KZN%2Fref%3Dsr_1_128_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525144%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-128-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"英特尔 NUC 12,华硕 NUC 12 NUC12WSHi7 华尔街峡谷迷你电脑第 12 代英特尔酷睿 i7-1260P,12 核(4P+8E),16 线程,18MB 缓存,Intel Iris Xe Gr。 aphics,32aphicsGB RAM,1TB PCIe SSD,Win 11 Pro",US$849.00,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MToxNjM0NDAwNzM1MzU1MDU4OjE3MzI1MjUxNDQ6c3BfYnRmOjIwMDE0MjcyMDMzNjY5ODo6MDo6&url=%2Fdp%2FB0BJDRK51K%2Fref%3Dsr_1_129_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.2pwr7926f57nTXxCfFQRlFR9RL0Nk81kSxNkTcWiOBhNLsNT3lCmFZVpVaR70IKHAelbii0sMLz2s605Bu2hdySJo8KVAwNeJgwj4KYygVcrannXkYgxrU80BoTUtzjIQdSCPnRLxUQ_sqlVhhXivFRC9-692M_4ZMtpwqKgUtchMByJIQrjZKSnxSzeCr4t.qj_JVW54aY8MuYBVSx7fy7XvHRmNYdSdHKBL6CoOOVU%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525144%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"8K/60Hz USB 3.0 三显示器HDMI KVM 开关,4K120Hz HDMI KVM 切换器 3 台显示器 2 台电脑共享 3 台显示器和 1 套键盘鼠标和其他 USB 设备",US$99.94,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MTo2MjczNjA3NzI2NTA4MDI3OjE3MzI1MjUxNTI6c3BfYXRmX25leHQ6MzAwMjk4MTY4MjQ5MTAyOjowOjo&url=%2Fdp%2FB0D8QRPDLC%2Fref%3Dsr_1_129_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.FfY1L4tvob8nqT0VVoOisY6EpE4RLN0k_j2Pniq2-NHGjHj071QN20LucGBJIEps.0d4ajXW90FSdK7KyCDe_QOhbwjjkT631OAhnFsH0P8k%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525152%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"USB C 转双 HDMI 适配器 |4k@60Hz| 适用于 Mac M1/M2/M3,Displaylink(DL6950) HDMI 分配器扩展显示屏,适用于双显示器,兼容 Windows,MacBook Pro/Air,需要驱动程序",US$69.99,https://www.amazon.com/-/zh/sspa/click?ie=UTF8&spc=MTo2MjczNjA3NzI2NTA4MDI3OjE3MzI1MjUxNTI6c3BfYXRmX25leHQ6MzAwNTYwOTkyMTU5MzAyOjowOjo&url=%2Fdp%2FB0DB59FLQV%2Fref%3Dsr_1_130_sspa%3F__mk_zh_CN%3D%25E4%25BA%259A%25E9%25A9%25AC%25E9%2580%258A%25E7%25BD%2591%25E7%25AB%2599%26crid%3D36LGZVZRFXCYL%26dib%3DeyJ2IjoiMSJ9.FfY1L4tvob8nqT0VVoOisY6EpE4RLN0k_j2Pniq2-NHGjHj071QN20LucGBJIEps.0d4ajXW90FSdK7KyCDe_QOhbwjjkT631OAhnFsH0P8k%26dib_tag%3Dse%26keywords%3D%25E7%2594%25B5%25E8%2584%2591%26qid%3D1732525152%26sprefix%3Ddiannao%252Caps%252C321%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"MXZ 游戏台式电脑 I5 9400F,RX580,B365,8G DDR4,NVME 500G SSD,5 RBG 风扇,Windows 11 Pro 即用,I5 9400F| RX580",US$479.00,https://www.amazon.com/-/zh/dp/B0DCSB16HX/ref=sr_1_131?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.FfY1L4tvob8nqT0VVoOisY6EpE4RLN0k_j2Pniq2-NHGjHj071QN20LucGBJIEps.0d4ajXW90FSdK7KyCDe_QOhbwjjkT631OAhnFsH0P8k&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-131
"HP Elite Desk SFF 600 G9 小型台式机,第 13 代英特尔 16 核 i7-13700 高达 5.1GHz,16GB DDR5 内存,1TB PCIe SSD,DVDRW,WiFi 6,蓝牙,以太网, Windows 11 Pro, AZ-XUT",US$849.00,https://www.amazon.com/-/zh/dp/B0DKFMC2Q6/ref=sr_1_132?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.FfY1L4tvob8nqT0VVoOisY6EpE4RLN0k_j2Pniq2-NHGjHj071QN20LucGBJIEps.0d4ajXW90FSdK7KyCDe_QOhbwjjkT631OAhnFsH0P8k&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-132
"Blackview MP60 升级迷你电脑 Intel 12th N95(高达 3.4GHz),迷你台式电脑 16GB RAM 1TB 固态硬盘,Win 11 支持双 4K HDMI 显示屏,双 WiFi,BT4.2 适用于商务、家庭、办公室",US$219.99,https://www.amazon.com/-/zh/dp/B0CKSGZ1GZ/ref=sr_1_133?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.FfY1L4tvob8nqT0VVoOisY6EpE4RLN0k_j2Pniq2-NHGjHj071QN20LucGBJIEps.0d4ajXW90FSdK7KyCDe_QOhbwjjkT631OAhnFsH0P8k&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-133
Algorithms to Live By: The Computer Science of Human Decisions,US$0.00,https://www.amazon.com/-/zh/dp/B01D24NAL6/ref=sr_1_129?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.1rUQFNEksJOGt4SmGwPLv_NEECRo5nPTVit6_r4K4B_fIWve72j-1yySWZMHgnAR823DWymeKn8-w5-rBKyXG2xA2xtEmsvS6hpMGXRACqDsQhPj5liSKHz80Fab7HORGaFAY4tifSpJAvzm5Fq2Rzhwb_ibkxaX0-fAU-4S_BRN1ua1Py-61TVr7rx0oZlL.4KNoXiE8oHPakzG2kfZnFjRLuK8P6p3lW5cCNe_m9UU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-129
Hackers: Heroes of the Computer Revolution: 25th Anniversary Edition,US$0.00,https://www.amazon.com/-/zh/dp/B017RV1I3C/ref=sr_1_130?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.1rUQFNEksJOGt4SmGwPLv_NEECRo5nPTVit6_r4K4B_fIWve72j-1yySWZMHgnAR823DWymeKn8-w5-rBKyXG2xA2xtEmsvS6hpMGXRACqDsQhPj5liSKHz80Fab7HORGaFAY4tifSpJAvzm5Fq2Rzhwb_ibkxaX0-fAU-4S_BRN1ua1Py-61TVr7rx0oZlL.4KNoXiE8oHPakzG2kfZnFjRLuK8P6p3lW5cCNe_m9UU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-130
"ACEMAGIC 迷你 PC Windows 11,第 12 代 Alder Lake-N95(高达 3.40GHz,15W TDP)迷你电脑,16GB DDR4 512G PCIe SSD 迷你电脑,迷你台式电脑支持 4K/WiFi/BT 适用于总线 iness Home Off。 冰",US$159.00,https://www.amazon.com/-/zh/dp/B0DD6PT84Y/ref=sr_1_131?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.1rUQFNEksJOGt4SmGwPLv_NEECRo5nPTVit6_r4K4B_fIWve72j-1yySWZMHgnAR823DWymeKn8-w5-rBKyXG2xA2xtEmsvS6hpMGXRACqDsQhPj5liSKHz80Fab7HORGaFAY4tifSpJAvzm5Fq2Rzhwb_ibkxaX0-fAU-4S_BRN1ua1Py-61TVr7rx0oZlL.4KNoXiE8oHPakzG2kfZnFjRLuK8P6p3lW5cCNe_m9UU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-131
,0,
"16 英寸玫瑰金笔记本电脑,赛扬 N5105 CPU,DDR4 16GB 内存,FHD IPS 显示屏,背光 KB,指纹解锁,USB 3.0,HDMI,WiFi/BT,非常适合工作,学习和玩耍! (玫瑰金,16G+25 6G 固态硬盘)",US$311.99,https://www.amazon.com/-/zh/dp/B0D7ZJ7XW4/ref=sr_1_133?__mk_zh_CN=%E4%BA%9A%E9%A9%AC%E9%80%8A%E7%BD%91%E7%AB%99&crid=36LGZVZRFXCYL&dib=eyJ2IjoiMSJ9.1rUQFNEksJOGt4SmGwPLv_NEECRo5nPTVit6_r4K4B_fIWve72j-1yySWZMHgnAR823DWymeKn8-w5-rBKyXG2xA2xtEmsvS6hpMGXRACqDsQhPj5liSKHz80Fab7HORGaFAY4tifSpJAvzm5Fq2Rzhwb_ibkxaX0-fAU-4S_BRN1ua1Py-61TVr7rx0oZlL.4KNoXiE8oHPakzG2kfZnFjRLuK8P6p3lW5cCNe_m9UU&dib_tag=se&keywords=%E7%94%B5%E8%84%91&qid=1732525152&sprefix=diannao%2Caps%2C321&sr=8-133
